Landscape,Site,Date,Transect,Survey.Method,Habitat.Type,Day.Night,Plot.ID,Observer,Time,Scientific.Name,Taxon.Rank,Speciment.ID,Family,Group1,Group2,SVL,TaL,Hor,Ver,Substrate,Activity,Photo.ID,Note
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:07,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Lompat,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:10,Chelonia mydas,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:14,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:15,Crocodylus porosus,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:18,Spilocuscus maculatus,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:19,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:19,Chelonia mydas,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:20,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,,,1,0,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:20,Crocodylus porosus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:21,Spilocuscus maculatus,Species,-,Colubridae,Reptiles,Snakes,,,0,0.5,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:29,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,4.5,,1,0,Akar,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:31,Chelonia mydas,Species,-,Ranidae,Amphibians,Frogs,4.3,,2,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:32,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:46,Crocodylus porosus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:46,Spilocuscus maculatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:50,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:54,Chelonia mydas,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",21:33,Eretmochelys imbricata,Species,-,Agamidae,Reptiles,Saurias,,,4,2,Ranting,Tidur,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:56,Crocodylus porosus,Species,-,Scincidae,Reptiles,Saurias,7.42,4.9,0,0,Batu,Diam,,
Kalimantan Barat,Gunung Raya,30-Aug-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:12,Spilocuscus maculatus,Species,-,Scincidae,Reptiles,Saurias,,,0,0.5,Kayu tumbang,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:30,Varanus indicus,Species,-,Dicroglossidae,Amphibians,Frogs,10.47,,2,0,Serasah,Diam,,Dimakan oleh pendamping
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:35,Chelonia mydas,Species,-,Bufonidae,Amphibians,Frogs,2.6,,1,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:36,Eretmochelys imbricata,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:37,Crocodylus porosus,Species,-,Trionychidae,Reptiles,Turtles,,,,,Air,Berenang,,"Ditemukan Bang Edy di aliran air sekitar camp, masih anakan"
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:37,Spilocuscus maculatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:38,Varanus indicus,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:41,Chelonia mydas,Species,-,Ranidae,Amphibians,Frogs,4.3,,1,0,Akar,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:43,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,4.4,,1,1,Tanah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:45,Crocodylus porosus,Species,-,Rhacophoridae,Amphibians,Frogs,5.4,,3,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:46,Spilocuscus maculatus,Species,-,Homalopsidae,Reptiles,Snakes,,,,,Pasir,Berenang,,Ditemukan Bang Udin  di aliran air sekitar camp
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:46,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,2.9,,1,2,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:48,Chelonia mydas,Species,-,Ranidae,Amphibians,Frogs,3.6,,2,0,Akar,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:48,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,4.2,,1,0,Akar,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:49,Crocodylus porosus,Species,-,Ranidae,Amphibians,Frogs,2.9,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:50,Spilocuscus maculatus,Species,-,Dicroglossidae,Amphibians,Frogs,3.4,,3,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:53,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,3.3,,4,2,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:58,Chelonia mydas,Species,-,Dicroglossidae,Amphibians,Frogs,3.5,,3,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",18:58,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,2.9,,3,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:03,Crocodylus porosus,Species,-,Ranidae,Amphibians,Frogs,2.8,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:03,Spilocuscus maculatus,Species,-,Ranidae,Amphibians,Frogs,2.7,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:04,Varanus indicus,Species,-,Dicroglossidae,Amphibians,Frogs,10.2,,5,1,Tanah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:04,Chelonia mydas,Species,-,Dicroglossidae,Amphibians,Frogs,9.8,,5,1,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:06,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,4.3,,3,1,Akar,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:08,Crocodylus porosus,Species,-,Rhacophoridae,Amphibians,Frogs,6.3,,5,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:11,Spilocuscus maculatus,Species,-,Rhacophoridae,Amphibians,Frogs,5.9,,7,3,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:12,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,3.1,,4,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:12,Chelonia mydas,Species,-,Pseudaspididae,Reptiles,Snakes,,,1,0.5,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:14,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Akar,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:14,Crocodylus porosus,Species,-,Ranidae,Amphibians,Frogs,,,6,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:14,Spilocuscus maculatus,Species,-,Homalopsidae,Reptiles,Snakes,,,0,0,Air,Berenang,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:17,Varanus indicus,Species,-,Rhacophoridae,Amphibians,Frogs,,,5,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:21,Chelonia mydas,Species,-,Dicroglossidae,Amphibians,Frogs,,,2,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:28,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,,,2,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:28,Crocodylus porosus,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Pasir,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:32,Spilocuscus maculatus,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Tanah,Diam,,Ditemukan di tebing
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:38,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,,,0,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:39,Chelonia mydas,Species,-,Rhacophoridae,Amphibians,Frogs,,,4,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:44,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,,,2,2,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:44,Crocodylus porosus,Species,-,Rhacophoridae,Amphibians,Frogs,7.3,,6,2,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:45,Spilocuscus maculatus,Species,-,Colubridae,Reptiles,Snakes,,,0,1.5,Tanah,Diam,,Ditemukan di tebing
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:53,Varanus indicus,Species,-,Dicroglossidae,Amphibians,Frogs,4.2,,1,1,Tanah,Diam,,Ditemukan di tebing
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:53,Chelonia mydas,Species,-,Dicroglossidae,Amphibians,Frogs,3.2,,1,1,Tanah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:53,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,2.9,,2,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:59,Crocodylus porosus,Species,-,Ranidae,Amphibians,Frogs,,,,,Batu,Diam,,Ditemukan Jarian
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",19:55,Spilocuscus maculatus,Species,-,Ranidae,Amphibians,Frogs,3.1,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:01,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,4.2,,2,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:06,Chelonia mydas,Species,-,Ranidae,Amphibians,Frogs,4.1,,1,1,Batu,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:16,Eretmochelys imbricata,Species,-,Dicroglossidae,Amphibians,Frogs,7.8,,1,0,Pasir,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:16,Crocodylus porosus,Species,-,Dicroglossidae,Amphibians,Frogs,7.2,,1,0,Pasir,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:16,Spilocuscus maculatus,Species,-,Dicroglossidae,Amphibians,Frogs,6.7,,1,0,Pasir,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:16,Varanus indicus,Species,-,Dicroglossidae,Amphibians,Frogs,6.5,,1,0,Pasir,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:16,Chelonia mydas,Species,-,Dicroglossidae,Amphibians,Frogs,5.8,,1,0,Pasir,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:19,Eretmochelys imbricata,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:20,Crocodylus porosus,Species,-,Rhacophoridae,Amphibians,Frogs,,,4,2,Ranting,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:23,Spilocuscus maculatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:25,Varanus indicus,Species,-,Dicroglossidae,Amphibians,Frogs,,,1,0,Serasah,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:27,Chelonia mydas,Species,-,Megophryidae,Amphibians,Frogs,,,4,0,Batu,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:34,Eretmochelys imbricata,Species,-,Megophryidae,Amphibians,Frogs,,,1,0,Kayu tumbang,Diam,,Katak masih berekor
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:38,Crocodylus porosus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:38,Spilocuscus maculatus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:38,Varanus indicus,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
Kalimantan Barat,Gunung Raya,2-Sep-23,GR-BP,VES,Aquatic,Night,-,"RM, SEP, ABD",20:38,Chelonia mydas,Species,-,Ranidae,Amphibians,Frogs,,,1,1,Daun,Diam,,
